aisheId,name,city,district,state,address,pin_code,type,category,courses,id
9436,KASARI KHORA SHIKSHAN SANSTHA PANHALA PANHALA,Kothali,Kolhapur,Maharashtra,"A/P KOTOLI TALUKA PANHALA DIST-KOLHAPUR, A/P KOTOLI TALUKA PANHALA DIST-KOLHAPUR, Kothali, 416012",,private,General,BA;B.Sc;B.Com,aishe_9436
11121,"Arts College, Kowad",Kowad,Kolhapur,Maharashtra,"A/P- KOWAD TAL-- CHANDGAD DIST-KOLHAPUR, /P- KOWAD TAL-- CHANDGAD DIST-KOLHAPUR, Kowad, 416508",,private,Arts,BA,aishe_11121
48657,"ARTS AND COMMERCE COLLEGE, KOYANANAGAR",Koyananagar,Satara,Maharashtra,"AT/POST - KOYANANAGAR, TAL- PATAN DIST- SATARA 415207, Koyananagar, 415207",,private,Commerce,B.Com,aishe_48657
48545,"BR NATH PAI ART, COMMERCE AND SCIENCE COLLEGE (WOMEN)",Kudal,Sindhudurg,Maharashtra,"A-p- kudal -Tal- Kudal, midc plot no.4., A-p- kudal -Tal- Kudal, midc plot no.4., Kudal, 416520",,private,Commerce,B.Com,aishe_48545
44318,Br. Nath Pai B.ed. College,Kudal,Sindhudurg,Maharashtra,"Br. Nath Pai Shaikshanik Bhavan, Plot No.04, M.I.D.C. Area,, Kudal, Tal. - Kudal, Dist. - Sindhudurg, Kudal, 416520",,private,General,BA;B.Sc;B.Com,aishe_44318
13975,"Br. Nath Pai Shikshan Sansthas Br. Nath Pai College Of B.sc. Nursing, Kudal, Dist. Sindhudurga",Kudal,Sindhudurg,Maharashtra,"sindhudurg, Plot No.4, MIDC, Br.Nath Pai Shaikshanik Bhavan, Pinguli, Kudal 416520, Kudal, 416520",,private,Nursing,B.Sc,aishe_13975
9186,DISTRICT INSTITUTE OF EDUCATION AND TRAINING SINDHUDURG SINDHUDURG,Kudal,Sindhudurg,Maharashtra,"Plot No.87/89, Navanagar vasaht, Near Garud circle,Sindhudurgnagari, NA, Kudal, 416812",,private,General,BA;B.Sc;B.Com,aishe_9186
10378,INDRAYANI SHIKSHAN PRASARAK MANDAL SHRI PUSHPASEN SAWANT COLLEGE OF DIPLOMA PHARMACY KUDAL,Kudal,Sindhudurg,Maharashtra,"DIGAS, WADI HUMARMALA, JAYWANT NAGAR, DIGAS, Kudal, 416812",,private,Pharmacy,B.Pharm,aishe_10378
33974,Jaihind Gramonnati Sansthas Jaihind College Of Science At Post Salgaon Tal Kudal Dist Sindhudurga,Kudal,Sindhudurg,Maharashtra,"AT POST SALGAON, NA, Kudal, 416520",,private,Arts,BA,aishe_33974
33632,Kmsp Mandals Sant Rawool Maharal Mahavidyalaya Kudal Dist Sindhudurg 416 520,Kudal,Sindhudurg,Maharashtra,"S. N. Desai Chowk, Kudal, Tal - Kudal, Dist - Sindhudurg, Kudal, 416520",,private,General,BA;B.Sc;B.Com,aishe_33632
51508,PRAMOD RAVINDRA DHURI ADHYAPAK MAHAVIDYALAY,Kudal,Sindhudurg,Maharashtra,"AT POST SALGAON, GAVTHANWADI, Kudal, 416520",,private,General,BA;B.Sc;B.Com,aishe_51508
9724,PRAMOD RAVINDRA DHURI ADHYAPAK MAHAVIDYALAYA KUDAL SINDHUDURG,Kudal,Sindhudurg,Maharashtra,"AT POST SALGAON, GAVTHANWADI, Kudal, 416520",,private,General,BA;B.Sc;B.Com,aishe_9724
34107,"Shikshan Prasarak Mandalâ’s P.p. Vinayak Anna Rawool Maharaj College, Salgaon At Salgaon, Tal. Kudal ,dist-sindhudurg-416 510.",Kudal,Sindhudurg,Maharashtra,"AT/POST-SALGAON,TAL-KUDAL,DIST-SINDHUDURGA, AT/POST-SALGAON,TAL-KUDAL,DIST-SINDHUDURGA, Kudal, 416520",,private,General,BA;B.Sc;B.Com,aishe_34107
45228,"Vetal Bambarde Vibhag Shikshan Prasarak Mandalâ’s Dadasaheb Tirodkar Educational Academy Padmashri Babasaheb Vengurlekar Mahavidyalaya, At. Post - Pandurtitha, Tal - Kudal, Dist - Sindhudurg 416 412",Kudal,Sindhudurg,Maharashtra,"At Post Pandur, Tal Kudal, Kudal, 416812",,private,MBA,MBA;BBA,aishe_45228
33506,Victor Dantas Charitable And Education Foundations Victor Dantas Law College Hasina Manzil Near Bhairav Mandir Kudal Dist-sindhudurg,Kudal,Sindhudurg,Maharashtra,"hasina manzil, bhairav mandir, Kudal, 416520",,private,Law,LLB,aishe_33506
9474,LATE B. B. SAWANT ADHYAPAK VIDHYALAYA DIGAS SINDHUDURG,Kudal.,Sindhudurg,Maharashtra,"A/p.-Digas., Tal.- Kudal. Pin code- 416521, Kudal., 416521",,private,General,BA;B.Sc;B.Com,aishe_9474
1675,AVDOOT DIPLOMA COLLEGE OF ENGINEERINGKUHI,Kuhi,Nagpur,Maharashtra,"MOUZA BHOJAPUR,KUHI -AKOLI ROAD KUHI,TH-KUHI,DIST-NAGPUR, MOUZA BHOJAPUR,KUHI -AKOLI ROAD KUHI,TH-KUHI,DIST-NAGPUR, Kuhi, 441202",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_1675
18485,"Rani Indirabai Bhonsale College, Kuhi",Kuhi,Nagpur,Maharashtra,"Rani Indirabai Bhonsale M.V.Kuhi, Behind Bus Stand kuhi.Rani Indirabai Bhonsale M.V.Kuhi Behind Bus, At-Kuhi Post-Kuhi Ta-Kuhi Dist-Nagpur, Kuhi, 441001",,private,General,BA;B.Sc;B.Com,aishe_18485
51807,Progressive Education Societys Modern College Of Agriculture Biotechnology,Kule-dakhane,Pune,Maharashtra,"A/P-Kule-Dakhane, Tal-Mulashi, Dist-Pune., A/P-Kule-Dakhane, Tal-Mulashi, Dist-Pune., Kule-dakhane, 412108",,private,Agriculture,B.Sc,aishe_51807
11069,"Krantiagrani G.d.bapu Lad Arts College, Kundal",Kundal,Sangli,Maharashtra,"A/p Kundal, Tal. Palus, Dist. Sangli, A/p Kundal, Tal. Palus, Dist. Sangli, Kundal, 416309",,private,Arts,BA,aishe_11069
48418,"SWAMI VIVEKANAND ARTS COLLEGE, KUNTOR",Kuntur,Nanded,Maharashtra,"At Post Kuntur. Tq Naigaon, NA, Kuntur, 431709",,private,Arts,BA,aishe_48418
1860,JAIHIND COMPREHENSIVE EDUCATIONAL INSTITUTE'S INSTITUTE OF TECHNOLOGY JUNNAR,Kuran,Pune,Maharashtra,"GAT NO. 441/436 - B KURAN, TAL - JUNNAR,, KURAN, TAL - JUNNAR, DIST - PUNE, PIN - 410511., Kuran, 410511",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_1860
15801,K.N.BHESE ARTS SCINCE COMMERCE COLLEGE KURUDWADI 413 208 TAL.MADHA DIST-SOLAPUR,Kurduwadi,Solapur,Maharashtra,"A/P KURDUWADI TAL MADHA DIST SOLAPUR 413208 (M.S.), A/P KURDUWADI DIST SOLAPUR 413208 (M.S.), Kurduwadi, 413208",,private,Commerce,B.Com,aishe_15801
10065,SHRI TULJABHAVANI BAHUUDDESHIY SAMAJ SEVA SANSTHA MADHA SOLAPUR,Kurduwadi,Solapur,Maharashtra,"Bypass Road, Kurduwadi,, Tal-Madha, Dist-Solapur, Kurduwadi, 413208",,private,General,BA;B.Sc;B.Com,aishe_10065
44132,"Shri. Tuljabhavani Bahuuddeshiya Samajseva Sansthas, College Of Education For Women",Kurduwadi,Solapur,Maharashtra,"Bypass Road, Kurduwadi, Tal Madha, Dist Solapur, Kurduwadi, 413208",,private,General,BA;B.Sc;B.Com,aishe_44132
18504,"Adv Vitthalrao Banpurkar Arts Commerce College, Malewada",Kurkheda,Gadchiroli,Maharashtra,"AT.POST MALEWADA, AT POST MALEWADA, Kurkheda, 441209",,private,Commerce,B.Com,aishe_18504
46513,SATI ANUSAYA MAA ARTS SCIENCE COLLEGE YENGALKHEDA,Kurkheda,Gadchiroli,Maharashtra,"At yengalkheda, post:-yengalkheda, Kurkheda, 441209",,private,Science,B.Sc,aishe_46513
18477,"Shri Govindrao Munghate Arts & Science College, Kurkheda",Kurkheda,Gadchiroli,Maharashtra,"Wadasa Road, Kurkheda, Wadasa Road, Kurkheda, Kurkheda, 441209",,private,Science,B.Sc,aishe_18477
46516,SRIRAM COLLEGE KURKHEDA,Kurkheda,Gadchiroli,Maharashtra,"AT.POST.TAH. KURKHEDA DIST. GADCHIROLI, NA, Kurkheda, 441209",,private,General,BA;B.Sc;B.Com,aishe_46516
45932,Bunts Sanghas Ramanath Payyade College Of Hospitality Management Studies,Kurla (e),Mumbai Suburban,Maharashtra,"Shashi Manmohan Shetty Higher Education Complex,, Opp Buntara Bhavan, Buntara Bhavan Marg,, Kurla (e), 400070",,private,Medical,MBBS;BDS,aishe_45932
11013,Bhogawati Mahavidyalaya Kurukali,Kurukali,Kolhapur,Maharashtra,"A/p. Kurukali, Tal. Karveer, Dist. Kolhapur. 416001, A/p. Kurukali, Tal. Karveer, Dist. Kolhapur. 416001, Kurukali, 416001",,private,General,BA;B.Sc;B.Com,aishe_11013
14588,"NATIONAL INSTITUTION OF EDUCATION D T ED COLLEGE, KURUNDWAD , KOLHAPUR",Kurundwad,Kolhapur,Maharashtra,"c/o S K Patil College , College Road, NA, Kurundwad, 416106",,private,General,BA;B.Sc;B.Com,aishe_14588
9729,PRINCE SHIVAJI INSTITUTE OF EDUCATION SHIROL KOLHAPUR,Kurundwad,Kolhapur,Maharashtra,"A/P KURUNDWAD, NA, Kurundwad, 416106",,private,General,BA;B.Sc;B.Com,aishe_9729
11152,"Sahakarbhushan S. K. Patil Mahavidyalaya, Kurundwad",Kurundwad,Kolhapur,Maharashtra,"MALBHAG, kurundwad Tal Shirol Dist Kolhapur pin code no 416106, Kurundwad, 416106",,private,General,BA;B.Sc;B.Com,aishe_11152
11042,"Sharirik Shikshan Mahavidyalaya, Kurundwad",Kurundwad,Kolhapur,Maharashtra,"Kurundwad, as above, Kurundwad, 416106",,private,General,BA;B.Sc;B.Com,aishe_11042
8962,"SCA'S ARTS, COMMERCE & SCIENCE COLLEGE, KUSUMBA, TAL.& DIST-DHULE.",Kusumba,Dhule,Maharashtra,"SMT N.N C COLLEGEKUSUMBA TAL& DIST DHULE, SMT N.N C COLLEGEKUSUMBA TAL& DIST DHUL, Kusumba, 424302",,private,MBA,MBA;BBA,aishe_8962
46515,SHAHID BIRSAMUNDA ARTS AND SCIENCE COLLEGE LAGAM,Lagam,Gadchiroli,Maharashtra,"AT.PO.LAGAM,, THA.MULCHERA, DIST.GADCHIROLI, Lagam, 442705",,private,Science,B.Sc,aishe_46515
9557,MAHARASHTRA MAGASVARGIYA SHAIKSHNIK AND SAMAJIK VIKAS MANDAL LAKHANDUR BHANDARA,Lakhandur,Bhandara,Maharashtra,"At, Lakhandur/Asola Tah. Lakhandur Distt. Bhandara, NA, Lakhandur, 441803",,private,General,BA;B.Sc;B.Com,aishe_9557
18893,"Mukund College, Dighori",Lakhandur,Bhandara,Maharashtra,"DIGHORI(MOTHI), DIGHORI(MOTHI), Lakhandur, 441805",,private,General,BA;B.Sc;B.Com,aishe_18893
18629,"Late Pundalikrao Tirpude College Of Education, Murmadi",Lakhani,Bhandara,Maharashtra,"Khedepar Road Sawari/MurmadiTah-Lakhani Distt-Bhandara, NA, Lakhani, 441904",,private,General,BA;B.Sc;B.Com,aishe_18629
18595,"Samarth College, Lakhni",Lakhani,Bhandara,Maharashtra,"Samarth Mahavidyalaya, Samarth Nagar, Lakhani, At. Lakhani Po. Lakhani, Distt. Bhandara, Lakhani, 441804",,private,General,BA;B.Sc;B.Com,aishe_18595
33676,New Education Societys Arts & Commerce College At & Post Lanja Dist Ratnagiri 416 701,Lanja,Ratnagiri,Maharashtra,"At Post Tal Lanja, Zapade Kante Road, Dist.: Ratnagiri, At Post Tal Lanja, Zapade Kante Road, Dist.: Ratnagiri, Lanja, 416701",,private,Commerce,B.Com,aishe_33676
34085,Shiposhi Shikshan Prasarak Mandals Late Bapuji Hariji Baing College Of Bms At/post Shiposhi Tal-lanja Dist Ratnagiri-415 802,Lanja,Ratnagiri,Maharashtra,"A/P Shiposhi, NA, Lanja, 415802",,private,General,BA;B.Sc;B.Com,aishe_34085
41375,"Nutan Vidya Prasarak Mandals Arts,commerce & Science College, Lasalgaon, Dist.nashik 422306",Lasalgaon,Nashik,Maharashtra,"A/p Lasalgaon, Tal. Niphad, Lasalgaon, 422306",,private,Commerce,B.Com,aishe_41375
7424,"Abhinav College Of Education, Latur",Latur,Latur,Maharashtra,"MIDC Plot No P -43,Barshi Road,Latur, Tq Dist Latur, Latur, 413431",,private,General,BA;B.Sc;B.Com,aishe_7424
33033,"Acharya Bhatkhande Sangeet Mahavidyalaya ,latur - 413 531",Latur,Latur,Maharashtra,"Vitthal Nagar (B),, Prakash Nagar (west),, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_33033
9098,BALBHAGWAN SHIKSHAN PRASARAK MANDAL MOHANRAO PATIL D. ED. COLLEGE AHMADPUR LATUR,Latur,Latur,Maharashtra,"AT.POST.SHIRUR TAJBAND TQ.AHMEDPUR DIST.LATUR, NA, Latur, 413514",,private,General,BA;B.Sc;B.Com,aishe_9098
9118,BHARAT SHIKSHAN PRASARAK MANDAL JAIKRANTI SR. COLLEGE OF EDUCATION LONAR LATUR,Latur,Latur,Maharashtra,"SITARAM NAGAR,NEAR ASTHVINAYAK MANDIR, ....., Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_9118
7467,"Channbasweshwar Pharmacy College, Latur",Latur,Latur,Maharashtra,"Basweshwar Chowk,, Kavva road,, Latur, 413512",,private,Pharmacy,B.Pharm,aishe_7467
44511,"College Of Agricultural Biotechnology, Latur",Latur,Latur,Maharashtra,"Nanded Road, NA, Latur, 413512",,private,Agriculture,B.Sc,aishe_44511
45175,"D B INSTITUTE OF MANAGEMENT AND RESEARCH, LATUR",Latur,Latur,Maharashtra,"Survey No 10,11,12 D.B. Campus , Latur - Nanded H/ighway , At Mahalangra, Tq. Chakur, Dist. Latur, Latur, 413513",,private,MBA,MBA;BBA,aishe_45175
1729,DAGADOJIRAO DESHMUKH D.PHARMACY COLLEGE,Latur,Latur,Maharashtra,"A/P- Almala, Tq-Ausa Dist-Latur, Latur, 413520",,private,Pharmacy,B.Pharm,aishe_1729
7442,"Dayanand Arts College, Latur",Latur,Latur,Maharashtra,"Barshi Road,, Near collector Office, Latur, 413512",,private,Arts,BA,aishe_7442
7449,"Dayanand Commerce College, Latur",Latur,Latur,Maharashtra,"Barshi Road,, Khadgaon Area,, Latur, 413531",,private,Commerce,B.Com,aishe_7449
7281,"Dayanand Law College, Latur",Latur,Latur,Maharashtra,"Barshi Road,Latur., NA, Latur, 413531",,private,Law,LLB,aishe_7281
7327,"Dayanand Science College, Latur",Latur,Latur,Maharashtra,"Barshi Road, Latur, NA, Latur, 413531",,private,Science,B.Sc,aishe_7327
7598,"Dr. Babasaheb Ambedkar Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"Kava Road,, Basweshwar Chowk,, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7598
7586,"Dyanand College Of Pharmacy, Barshi Road, Latur",Latur,Latur,Maharashtra,"Barshi road,latur, NA, Latur, 413531",,private,Pharmacy,B.Pharm,aishe_7586
1817,GOVERNMENT RESIDENTIAL WOMENS POLYTECHNIC LATUR,Latur,Latur,Maharashtra,"BARSHI ROAD, NA, Latur, 413512",,government,Polytechnic,B.Tech,aishe_1817
48412,"GOVINDLAL KANHAIYALAL JOSHI (NIGHT) COLLEGE, LATUR",Latur,Latur,Maharashtra,"Shri marwadi rajasthan school campus, signal camp, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_48412
9317,HARIOM BAHUUDDESHIYA SEVABHAVI SANSTHA TIRUMALLA LATUR LATUR,Latur,Latur,Maharashtra,"A/p.Jalkot Tq.Jalkot Dist.Latur, NA, Latur, 413532",,private,General,BA;B.Sc;B.Com,aishe_9317
7541,Jai Karanti Coll Of Management Studies Latur,Latur,Latur,Maharashtra,"sitaram nagar, latur, sitaram nagar,latur, Latur, 413512",,private,MBA,MBA;BBA,aishe_7541
7444,"Jai Kranti Arts College, Latur",Latur,Latur,Maharashtra,"C/o Jaikranti Arts Senior College,Latur, Sitaram Nagar, Latur, Latur, 413512",,private,Arts,BA,aishe_7444
54175,JAIKRANTI COLLEGE OF EDUCATION,Latur,Latur,Maharashtra,"SITARAM NAGAR,LATUR, SITARAM NAGAR,LATUR, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_54175
14520,Jaikranti Prasarak Mandals Swami Vivekanand Institute Of Polytechnic,Latur,Latur,Maharashtra,"Near PVR Talkies, Kallamb Road,, P-74, MIDC, Latur, 413531",,private,Polytechnic,B.Tech,aishe_14520
44291,Jeevan Rekha Pratisthan's Mahila B.c.a. Mahavidyalaya,Latur,Latur,Maharashtra,"Jeevan Rekha pratishan 's 2 floor,Abbas complex Ambajogai Road Latur, M.I.D.C PLOT NO.E-51 LATUR,TQ-,LATUR.DIST-LATUR, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_44291
49900,JIVAN VIKAS PRATHISHTAN SPECIAL EDUCATION COLLEGE (M.R./H.R.),Latur,Latur,Maharashtra,"Plot No. P-42, M.I.D.C., Kalamb Road, Latur-413531, Plot No. P-42, M.I.D.C., Kalamb Road, Latur-413531, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_49900
44113,Kesharbai Kale Girls College,Latur,Latur,Maharashtra,"HALE BUILDING , OPP.USHAKIRAN,, BARSHI ROAD, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_44113
9452,KISAN SHIKSHAN PRASARAK MANDALS BORGAON LATUR,Latur,Latur,Maharashtra,"Plot No.P-78 M.I.D.C.Latur, Plot No.P-78 M.I.D.C.Latur, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_9452
7481,"Krishnai Adhyapak Mahavidyalaya, Murud, Tq. Latur",Latur,Latur,Maharashtra,"At Post Naigaon Road Murud Tq & Dist Latur, At Post Naigaon Road Murud Tq & Dist Latur, Latur, 413510",,private,General,BA;B.Sc;B.Com,aishe_7481
9513,LATE VASANTRAO KALE D. ED. COLLEGE BARSHI ROAD LATUR,Latur,Latur,Maharashtra,"BARSHI ROAD, LATUR, DO, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_9513
7443,Late Venkatrao Deshmukh Mahavidyalaya Babhalgaon,Latur,Latur,Maharashtra,"At.Post.Babhalgaon Tq.Dist.Latur - 413531, At.Post.Babhalgaon Tq.Dist.Latur - 413531, Latur, 413573",,private,General,BA;B.Sc;B.Com,aishe_7443
9536,LOKSEVA BAHUVUDDESHIYA SEVABAHAVI SANSTHA LATUR LATUR,Latur,Latur,Maharashtra,"sanbhaji nagar khadgaon raod latur, sanbhaji nagar khadgaon raod latur, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_9536
7584,"M.i.t. Jansanwad College, Vishnathpuram, Latur",Latur,Latur,Maharashtra,"MIMSR Medical College Campus, Vishwanathpuram, Ambajogaoi Road, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7584
7593,"M.s. Bidwe College Of Engineering, Latur",Latur,Latur,Maharashtra,"M.S. Bidwe College of Engineering, Latur, PO BOX NO 112, WASWADI, BARSHI ROAD,, Latur, 413531",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_7593
13739,"Maharashtra Institute Of Dental Sciences & Research Dental College, Ambejogai Road, Latur",Latur,Latur,Maharashtra,"Vishwanathpuram Ambejogai Road, Latur-413512, Latur, 413512",,private,Medical,MBBS;BDS,aishe_13739
13820,"Maharashtra Institute Of Nursing Sciences (b.sc.) Vishwanathpuram, Latur",Latur,Latur,Maharashtra,"Vshiwanth puram Ambajogai Road, Latur, Vishwanathpuram, Ambajogai Road, Latur, Latur, 413531",,private,Nursing,B.Sc,aishe_13820
13778,"Maharashtra Institute Of Physiotherapy College, Vishwanathpuram, Ambajogai Road Latur",Latur,Latur,Maharashtra,"MIMSR Medicl Campus Vishwanath Puram Ambajogai Road Latur, MIMSR Medicl Campus Vishwanath Puram Ambajogai Road Latur, Latur, 413512",,private,MBA,MBA;BBA,aishe_13778
7582,"Maharashtra Lalit Kala Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"Ambajogai Road, NA, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7582
9559,MAHARASHTRA SHIKSHAN MANDAL SANGMESHWAR E. ED COLLEGE SHIVNAGAR LATUR,Latur,Latur,Maharashtra,"KENDRE BUILDING,SHIV NAGAR,LATUR, LATUR, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_9559
7393,"Mahatma Basweshwar Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"Khandoba Galli, Latur, Khandoba Galli, Latur, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7393
9579,MAHATMA PHULE GRAMIN VIKAS JALKOT LATUR,Latur,Latur,Maharashtra,"Opp.33kv kunki Road Jalkot, NA, Latur, 413532",,private,General,BA;B.Sc;B.Com,aishe_9579
45176,"MAITREE INSTITUTE OF MANAGEMENT AND TECHNOLOGY BHATANGALI, LATUR",Latur,Latur,Maharashtra,"Gat no.237, Bhadi road,, Mamdapur Pati, Bhatangli, Latur, 413512",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_45176
13979,"Manjara Charitable Trusts Ayur. Maha. & Hospital, Latur",Latur,Latur,Maharashtra,"B.V. Kale Ayurved Medical College & Hospital, Behind Bus Stand, Gandhi Maidan, Latur, 413512",,private,Medical,MBBS;BDS,aishe_13979
7604,"Matoshri Kesharbai Kale College Of Education, Latur",Latur,Latur,Maharashtra,"P-78 MIDC,Kalamb Road, Latur., P-78 MIDC,Kalamb Road, Latur., Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7604
14002,"Miemr Medical College & Research, Latur",Latur,Latur,Maharashtra,"MIMSR Medical College, Latur., Vishwanathpuram, Ambajogai Road, Latur 413531, Latur, 413531",,private,Medical,MBBS;BDS,aishe_14002
7447,"Neitizens College Of Computer Science & Professional Studies, Latur",Latur,Latur,Maharashtra,"Near Water Tank Barshi Road, Near Water Tank Barshi Road, Latur, 413531",,private,Arts,BA,aishe_7447
2002,PANCHAKSHRI SHIVACHARYA TRUST'S CHANNA BASWESHWAR INSTT. OF D. PHARMACY LATUR,Latur,Latur,Maharashtra,"Basweshwar Chowk, Kava Road Latur, Latur, 413512",,private,Pharmacy,B.Pharm,aishe_2002
7398,R.e.s.'s College Of Computer Science & I.t. Latur,Latur,Latur,Maharashtra,"COCSIT Building, Ambajogai Road,, Latur, 413512",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_7398
7454,"Rajarshi Shahu Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"Ukka Marg, Chandra Nagar, Latur, NA, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7454
7595,"Rajmata Jijamata Adhyapak Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"Kendre Building Shiv Nagar Latur, Kendre Building Shiv Nagar Latur, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7595
9773,RAMAMATA AMBEDKAR ADHYAPIKA VIDYALAYA NILANGA LATUR,Latur,Latur,Maharashtra,"ANTAR BHARATI AURAD SHAHAJANI, LATUR BIDAR ROAD AURAD SHAHAJANI, Latur, 413522",,private,General,BA;B.Sc;B.Com,aishe_9773
7549,"Ramji Pawar Adhyapak Mahavidyalaya, Tadmogli",Latur,Latur,Maharashtra,"At. Post Tadmugali,Taluka Nilanga-413522, NA, Latur, 413522",,private,General,BA;B.Sc;B.Com,aishe_7549
7587,"S R T M University, Sub Centre, Latur",Latur,Latur,Maharashtra,"SRTMUN Sub-Centre Latur, Post Box No:-131, Ausa road, Peth, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_7587
7547,"S.m.b.e.'s Institute Of Computer Education, Latur",Latur,Latur,Maharashtra,"S.M.B.E.'s Institute of Computer Education, Latur, PO BOX NO 112, WASWADI, BARSHI ROAD, LATUR, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_7547
7339,"S.s.t.'s Arts College Of Fashion Design, Latur",Latur,Latur,Maharashtra,"LIFE STYLE BUILDING, RAJIV GANDHI CHOWK AUSA ROAD, Latur, 413512",,private,Fashion,BA,aishe_7339
45177,"SANDIPANI TECHNICAL AND MEDICAL EDUCATION INSTITUTE, LATUR",Latur,Latur,Maharashtra,"GAT NO.23,MAUJE-KOLPA TQ&DIST LATUR, GAT NO.23,MAUJE-KOLPA TQ&DIST LATUR, Latur, 413512",,private,Medical,MBBS;BDS,aishe_45177
7261,"Saraswati Sangeet Arts Mahavidyalaya, Latur",Latur,Latur,Maharashtra,"SANGIT NAGARI, BARSHI ROAD, Latur, 413512",,private,Arts,BA,aishe_7261
7600,"Shivlingeshwar College Of Pharmacy, Hasegaon, Tq. Ausa",Latur,Latur,Maharashtra,"Almala, Tq-Ausa, Dist-Latur , PIN 4133520, NA, Latur, 413520",,private,Pharmacy,B.Pharm,aishe_7600
9963,SHRI CHANNABASWEHWAR SHIKSHAN PRASARAK MANDAL KOYNA NAGAR LATUR,Latur,Latur,Maharashtra,"AVANTI NAGAR ,BARSHI ROAD, LATUR DIST. LATUR, AVANTI NAGAR ,BARSHI ROAD, LATUR DIST. LATUR, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_9963
2157,SHRI GOVINDAPRABHU GRAMIN & SHAHARI VIKAS SEVABHAVI SANSTHA'S SHRI V D DESHMUKH POLYTECHNIC KOLPA LATUR,Latur,Latur,Maharashtra,"AT KOLPA POST KASARKHEDA, A/P KASARKHEDA,KOLPA,LATUR-NANDED HIGHWAY, Latur, 413512",,private,Polytechnic,B.Tech,aishe_2157
45178,"SHRI V D DESHMUKH COLLEGE OF MCA, LATUR",Latur,Latur,Maharashtra,"AT KOLPA POST KASARKHEDA, A/P KASARKHEDA, KOLPA,LATUR-NANDED HIGHWAY, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_45178
51752,"Sir Choturam College Of Agricultural Engineering And Technology, Lodge",Latur,Latur,Maharashtra,"A/P.Lodga Tq.Ausa Dist.Latur, NA, Latur, 413512",,private,Agriculture,B.Sc,aishe_51752
7345,"Smt. Sushiladevi Deshmukh College, Latur",Latur,Latur,Maharashtra,"Khadgaon Road, Latur - 413 531, As Above, Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_7345
10098,SMT. SUSHILADEVI DESHMUKH MAHILA D. ED COLLEGE KHADGAON ROAD LATUR,Latur,Latur,Maharashtra,"Smt.SUSHILADEVI DESHMUKH MAHILA ADHAYAPAK VIDIALAYA LATUR, MIDC,PLOT NO.P-43,LATUR, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_10098
7259,"Smt. Sushiladevi Deshmukh Mahila Senior College, Latur",Latur,Latur,Maharashtra,"KHADGAON ROAD, LATUR - 413 531 (M.S.), KHADGAON ROAD, LATUR - 413 531 (M.S.), Latur, 413531",,private,General,BA;B.Sc;B.Com,aishe_7259
7409,"V.b.s.s. Shri Shyamrao Patil Journalism College, Latur",Latur,Latur,Maharashtra,"Shayamrao Patil College of journalism, mitra nagar,, KHORI GALLI LATUR, Latur, 413512",,private,General,BA;B.Sc;B.Com,aishe_7409
7289,"Vilasrao Deshmukh Foundations College Of Engineering & Pharmacy, Latur",Latur,Latur,Maharashtra,"Vilasrao Deshmukh Foundation Group of Institutions, Educity, New MIDC, Barshi Road,, Latur, 413531",,private,Pharmacy,B.Pharm,aishe_7289
2237,VILASRAO DESHMUKH FOUNDATIONS SCHOOL OF POLYTECHNICLATUR,Latur,Latur,Maharashtra,"EDUCITY,165 A ADDITIONAL MIDC, BARSHI ROAD , LATUR, Latur, 413531",,private,Polytechnic,B.Tech,aishe_2237
