aisheId,name,city,district,state,address,pin_code,type,category,courses,id
33516,Sahyadri Shikshan Sansthas College Of Arts Sawarde Tal Chiplun Dist Ratnagiri,Chiplun,Ratnagiri,Maharashtra,"At Post Sawarde Tal- Chiplun Dist - Ratnagiri 415606, NA, Chiplun, 415606",,private,Arts,BA,aishe_33516
45903,"SAHYADRI SHIKSHAN SANSTHAS GOVINDRAO NIKAM COLLEGE OF PHARMACY, SAWARDE, RATNAGIRI",Chiplun,Ratnagiri,Maharashtra,"At/Post: Sawarde( Wahal Phata), Tal: Chiplun, Dist: Ratnagiri- 415 606, As above, Chiplun, 415606",,private,Pharmacy,B.Pharm,aishe_45903
49999,"SAHYADRI SHIKSHAN SANSTHAS SAHYADRI INSTITUTE OF MANAGEMENT AND RESEARCH, SAWARDE, CHIPLUN",Chiplun,Ratnagiri,Maharashtra,"At post Sawarde Tal-Chiplun Dist-Ratnagiri. 415606, NA, Chiplun, 415606",,private,MBA,MBA;BBA,aishe_49999
49824,"SHRI VITHALRAO JOSHI CHARITIES TRUSTS, B K L WALAWALKAR HOSPITAL DIAGNOSTIC AND RESERCH CENTRE, DERVAN, CHIPLUN",Chiplun,Ratnagiri,Maharashtra,"A/P SAWARDE KASARWADI TAL : CHIPLUN DIST : RATNAGIRI, NA, Chiplun, 415606",,private,Medical,MBBS;BDS,aishe_49824
13890,"V.j.c.t. Mumbais Samarth P.b.b.sc. Nursing College, At Post Sawarda Tal. Chiplun, Ratnagiri",Chiplun,Ratnagiri,Maharashtra,"Walawalkar Hospital Campus, Dervan, Sawarde, Chiplun, 415606",,private,Nursing,B.Sc,aishe_13890
51171,"AMAR SANSTHA SANCHALIT ARTS COLLEGE, CHOPDA",Chopda,Jalgaon,Maharashtra,"SARVODAYA COLONY NEAR BY COLONY OLD SHIRPUR ROD CHOPDA, SARVODAYA COLONY NEAR BY COLONY OLD SHIRPUR ROD CHOPDA, Chopda, 425107",,private,Arts,BA,aishe_51171
8823,"BM'S COLLEGE OF SOCIAL STUDIES & SOCIAL WORK, CHOPDA.",Chopda,Jalgaon,Maharashtra,"BMC'S COLLEGE OF SOCIAL STUDIES & SOCIAL WORK, CHOPDA., Sundar Gadhi ,Chunchale Road, Chopda, Chopda, 425107",,private,General,BA;B.Sc;B.Com,aishe_8823
8982,"CES'S COLLEGE OF EDUCATION, CHOPDA.",Chopda,Jalgaon,Maharashtra,"ARUNODAYA COLONY, OLD SHIRPUR ROAD, Chopda, 140024",,private,General,BA;B.Sc;B.Com,aishe_8982
9158,CHOPDA EDUCATION SOCIETY COLLEGE OF EDUCATION OLD SHIRPUR ROAD CHOPDA,Chopda,Jalgaon,Maharashtra,"OLD SHIRPUR ROAD , CHOPDA, CHOPDA DIST JALGAON, Chopda, 425107",,private,General,BA;B.Sc;B.Com,aishe_9158
1928,MAHATMA GANDHI TALUKA SHIKSHAN MANDAL'S SHARADCHANDRIKA S. PATIL INST OF TECHNOLOGY CHOPDA,Chopda,Jalgaon,Maharashtra,"MGSM Campus, Yawal Road, Chopda, 425108",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_1928
10757,MAHATMA GANDHI TALUKA SHIKSHAN MANDAL`S SHARADCHANDRIKA S PATIL INST OF TECHNOLOGY CHOPDA,Chopda,Jalgaon,Maharashtra,"YAWAL ROAD, NA, Chopda, 425107",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_10757
9004,"MGSM'S SMT.SHARADCHANDRIKA SURESH PATIL COLLEGE OF PHARMACY, CHOPDA",Chopda,Jalgaon,Maharashtra,"MGS Mandal Campus,, Yawal Road, Chopda, 425107",,private,Pharmacy,B.Pharm,aishe_9004
8975,"MGTSM'S ARTS,SCIENCE & COMMERCE COLLEGE, CHOPDA.",Chopda,Jalgaon,Maharashtra,"Mahatma Gandhi Shikshan Mandal's ASC college chopda, Yawal Road, Chopda, 140022",,private,Commerce,B.Com,aishe_8975
8878,"PS&SSS PANKAJ ARTS COLLEGE, CHOPDA",Chopda,Jalgaon,Maharashtra,"Borole Nagar No. 2, Yawal Road, Chopda, Chopda, 425107",,private,Arts,BA,aishe_8878
9916,SHIKSHAN SHASTRA VIDYALAYA CHOPDA JALGAON,Chopda,Jalgaon,Maharashtra,"ARTS SCIENCE & COMMERCE COLLEGE, PARISAR YAWAL ROAD, Chopda, 425107",,private,General,BA;B.Sc;B.Com,aishe_9916
34324,"Navgan Shikshan Sanstha's College Of Arts And Science, Chousala.",Chousala,Bid,Maharashtra,"N.S.S.R's, Arts & Science College, Chousala, Tq. & Dist. Beed, NA, Chousala, 431126",,private,Arts,BA,aishe_34324
34009,H R College Of Commerce & Economics 123 Dinshaw Wachha Road Churchgate Mumbai 400 020,Churchgatge,Mumbai,Maharashtra,"Vidyasagar Principal K.M. Kundnani Chowk,123, Dinshaw Wachha Road,Churchagte,Mumbai-400020, NA, Churchgatge, 400020",,private,MBA,MBA;BBA,aishe_34009
7627,"Yeshwant College Of Physical Education, Cidco, Nanded",Cidco New Nanded,Nanded,Maharashtra,"Cidco New Nanded, Cidco New Nanded, Cidco New Nanded, 431603",,private,General,BA;B.Sc;B.Com,aishe_7627
7260,"Indira Gandhi Senior College, Cidco, Nanded","Cidco, New Nanded",Nanded,Maharashtra,"ND-120, Shankar Nagar, CIDCO New Nanded, NA, Cidco, New Nanded, 431603",,private,General,BA;B.Sc;B.Com,aishe_7260
13845,"College Of Nursing, Inhs Asvinis College Of Nursing (b.sc.) Inhs Asvini, Colaba, Mumbai",Colaba,Mumbai,Maharashtra,"College of Nursing, INHS Asvini, Near RC Church, Colaba, 400005",,private,Nursing,B.Sc,aishe_13845
33918,Nava Balodyan Trusts Kohinoor College Of Hotel & Tourism Management Studies Bhikoba Waman Pathare Marg Dadar (west) Mumbai 400 028,Dadar (w),Mumbai,Maharashtra,"BHIKOBA WAMAN PATHARE MARG, SANE GURUJI VIDYALAYA BUILDING, NEAR SHIVAJI PARK, Dadar (w), 400028",,private,MBA,MBA;BBA,aishe_33918
33894,"D E Societys Kirti M Doongursee College Of Arts Science & Commerce, Kashinath Dhuru Road, Off. Veer Savarkar Marg, Near Agar Bazar Dadar West Mumbai 400 028",Dadar (west),Mumbai,Maharashtra,"Kashinath Dhuru Road, Off. Veer Savarkar Marg, Veer Savarkar Marg, Dadar (west), 400001",,private,MBA,MBA;BBA,aishe_33894
45235,"JAN UTKARSHA PRABODHINI ARTS SCICE AND COMMERCE COLLEGE, THANE",Dahanu,Thane,Maharashtra,"at-kalamdevi post-udhawa, NA, Dahanu, 401602",,private,Commerce,B.Com,aishe_45235
10216,VIKASWADI ADHYAPAK VIDYALAYA VIKASWADI THANA,Dahanu,Thane,Maharashtra,"At. Post. Vikaswadi, Kosbad Hill, Tal. Dahanu, Dist. Thane, Maharashtra, Dahanu, 401703",,private,General,BA;B.Sc;B.Com,aishe_10216
33950,Gokhale Education Societys N B Mehta Valvada Science College Bordi Dist Thane,Dahanu Bordi,Thane,Maharashtra,"AT PO BORDI TAL DAHANU PIN 401701, ACHARYA BHISE VIDYANAGAR BORDI, Dahanu Bordi, 401701",,private,Science,B.Sc,aishe_33950
33972,Dnyan Bharati Societys Sau Sitabai Ramkrishna Karandikar College Of Arts And Commerce & Late Mehernosh Boman Burjor Irani College Of Arts Vadkun Post Dahanu Tal Dahanu Dist Thane 401 602,Dahanu Road,Thane,Maharashtra,"SRK MARG,VADKUN,DAHANU ROAD(E), TAL-DAHANU, DIST-THANE,PIN-401602, Dahanu Road, 401602",,private,Commerce,B.Com,aishe_33972
34436,"Shri Wadmauli Vidya Prasarak Mandal's Shyam Gadale Arts College, Dahiphal.",Dahiphal (wad),Bid,Maharashtra,"DAHIPHAL (WAD) TQ KAIJ DIST BEED, DAHIPHAL (WAD) TQ KAIJ DIST BEED, Dahiphal (wad), 431123",,private,Arts,BA,aishe_34436
47772,"Smt. Gulbanu A. Lalani Educational Trustâ’s College Of Commerce For Women, Dahisar (e), Mumbai Â– 400 068.",Dahisar - E,Mumbai Suburban,Maharashtra,"C.S ROAD NO.2,, ANAND NAGAR, Dahisar - E, 400068",,private,MBA,MBA;BBA,aishe_47772
33989,Shailendra Education Society's College Of Arts Commerce And Science Shailendra Nagar S V Road Dahisar East Mumbai 400 068,"Dahisar, (e), Mumbai",Mumbai,Maharashtra,"Shailendra Nagar,, Shailendra Vidyalaya Marg, Dahisar, (e), Mumbai, 400068",,private,MBA,MBA;BBA,aishe_33989
9015,"NSS UTTAMRAO PATIL ARTS & SCIENCE COLLEGE, DAHIWEL,TAL-SAKRI.",Dahivel,Dhule,Maharashtra,"AT POST DAHIVEL TALUKA SAKRI, NA, Dahivel, 424304",,private,Science,B.Sc,aishe_9015
11193,"Dahiwadi College, Dahiwadi",Dahiwadi,Satara,Maharashtra,"A/P Dahiwadi Tal-Man Dist-satara, A/P Dahiwadi Tal-Man Dist-satara, Dahiwadi, 415508",,private,General,BA;B.Sc;B.Com,aishe_11193
34056,Dapoli Education Societys Dapoli Urban Bank Senior Science College Dapoli Dist Ratnagiri 415 712,Dapoli,Ratnagiri,Maharashtra,"Near Mandlik Hospital Udaynagar Road,, Dapoli, Dapoli, 415712",,private,Science,B.Sc,aishe_34056
14053,"Dapoli Homoeopathy College, Dapoli",Dapoli,Ratnagiri,Maharashtra,"At.Apti, Post. Talsure, Ta. Dapoli, Dist. Ratnagiri 415712, At. Apti, Post. Talsure, Ta. Dapoli, Dist. Ratnagiri 415712, Dapoli, 415712",,private,Medical,MBBS;BDS,aishe_14053
44205,Distinctive Education Soceity's,Dapoli,Ratnagiri,Maharashtra,"BHAGAWAN MAHAVEER VIDYA SANKUL, SHREEFAL WOODS,NEAR PRANT OFFICE, Dapoli, 415712",,private,General,BA;B.Sc;B.Com,aishe_44205
33702,Distinctive Education Societys Ramraje College Of Hotel & Tourism Management At A/p Tal. Dapoli Dist. Ratnagiri,Dapoli,Ratnagiri,Maharashtra,"BHAGAWAN MAHAVEER VIDYA SANKUL, SHREEFAL WOODS,NEAR PRANT OFFICE, Dapoli, 415712",,private,MBA,MBA;BBA,aishe_33702
300,"Dr. Balasaheb Sawant Konkan Krishi Vidyaapeeth,(former Konkan Krishi Vidyapeeth) Ratnagiri",Dapoli,Ratnagiri,Maharashtra,"Dapoli, Dapoli, Dapoli, 415712",,private,Agriculture,B.Sc,aishe_300
33660,N K Varadkar College Of Arts & V.r.belose College Of Commerce At Kalkai Kond Dapoli Dist-ratnagiri 415 712,Dapoli,Ratnagiri,Maharashtra,"Kalkai Kond Dapoli, Kalkai Kond, At.Post.Tal. Dapoli,Dist.Ratnagiri. 415712, Dapoli, 415712",,private,Commerce,B.Com,aishe_33660
2149,SHRI DADASAHEB GAVAI CHARITABLE TRUST'S VIKRAMSHILA POLYTECHNICDARAPUR TQ. DARYAPUR DIST. AMRAVATI,Darapur,Amravati,Maharashtra,"VIKRAMSHILA POLYTECHNIC,DARAPUR,TQ. DARYAPUR, DIST. AMRAVATI PIN:444814, Darapur, 444814",,private,Polytechnic,B.Tech,aishe_2149
44540,"COLLEGE OF AGRICULTURE, DARWHA",Darwha,Yavatmal,Maharashtra,"ARNI ROAD, DARWHA, Darwha, 445202",,private,Agriculture,B.Sc,aishe_44540
15743,HAJRAT AYSHA SIDDIQUA URDU DTED GIRLS COLLEGE DARWHA,Darwha,Yavatmal,Maharashtra,"BHURA KHAN NAGAR, NA, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_15743
9371,JAY DURGA BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL DARWHA YAVATMAL,Darwha,Yavatmal,Maharashtra,"IN FRONT OF GOVT GODOWN ARNI ROAD, DARWHA, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_9371
42918,"Late Govindrao Patil Education College, Darwha.",Darwha,Yavatmal,Maharashtra,"Arni Road, Darwha, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_42918
10259,LATE RAMRAOJI DUDHE COLLEGE OF EDUCATION AND COLLEGE OF DIPLOMA IN EDUCATION DARWHA YAVATMAL,Darwha,Yavatmal,Maharashtra,"NATUWADI, NEAR STATE BANK OF INDIA, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_10259
16256,"Late. Ramraoji Dudhe Adhyapak Mahavidyalaya, Darwha",Darwha,Yavatmal,Maharashtra,"NATU WADI DARWHA, DARWHA, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_16256
43149,"Mungasaji Maharaj Mahavidyalaya, Darwha.",Darwha,Yavatmal,Maharashtra,"Near Rest House, Yavatmal Road, Darwha, Darwha Tq. Darwha Distt. Yavatmal, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_43149
9669,NAVSANJIVAN SHIKSHAN PRASARAK MANDAL DARWHA YAVATMAL,Darwha,Yavatmal,Maharashtra,"ARNI ROAD DARWHA, TQ. DARWHA, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_9669
10204,VIDYA PRASARAK MANDAL DARWHA YAVATMAL,Darwha,Yavatmal,Maharashtra,"At Post Darwha, Ta Darwha, Darwha, 445202",,private,General,BA;B.Sc;B.Com,aishe_10204
42878,"Jijamata Arts College , Darwha.",Darwha Dist- Yavatmal,Yavatmal,Maharashtra,"Near Agri College Arni Road Darwha, Bypass Road, Darwha Dist- Yavatmal, 445202",,private,Arts,BA,aishe_42878
43066,"Art & Commerce College , Yeoda , Tq- Daryapur.",Daryapur,Amravati,Maharashtra,"yeoda, NA, Daryapur, 444706",,private,Commerce,B.Com,aishe_43066
9338,J. D. PATIL SANGLUDKAR SMRTI KENDRA DARYAPUR D. ED COLLEGE DARYAPUR AMRAVATI,Daryapur,Amravati,Maharashtra,"SANGULOODKAR COMPOUND DARYAPUR, AKOT ROAD, Daryapur, 444803",,private,General,BA;B.Sc;B.Com,aishe_9338
43154,"J.d. Patil Sangludkar Mahavidyalaya , Daryapur.",Daryapur,Amravati,Maharashtra,"AKot Road, Daryapur, Daryapur, 444803",,private,General,BA;B.Sc;B.Com,aishe_43154
9470,LAHANUJI MAHARAJ BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL DARYAPUR AMRAVATI,Daryapur,Amravati,Maharashtra,"At.Post. Lotwada Tal - Daryapur, NA, Daryapur, 444706",,private,General,BA;B.Sc;B.Com,aishe_9470
43139,"Late Kokilabai Gawande Mahila Mahavidyalaya , Daryapur.",Daryapur,Amravati,Maharashtra,"Sangloodkar Jin Compund, Daryapur, Ta. Daryapur, Daryapur, 444803",,private,General,BA;B.Sc;B.Com,aishe_43139
9974,SHRI DADASAHEB GAWAI CHARITABLE TRUST KAMAL PUSPA AMRAVATI,Daryapur,Amravati,Maharashtra,"At.POST DARAPUR, NA, Daryapur, 444801",,private,General,BA;B.Sc;B.Com,aishe_9974
41827,"B.e. Society Daund's Lt. K. G. Kataria College Of Arts & Science, Address: Ambedkar Chawk, Siddhtech Road, Daund, Taluka: Daund, District: Pune",Daund,Pune,Maharashtra,"Lt. K. G. Kataria College of Arts & Science, Address: Ambedkar Chawk, Siddhtech Road, Daund, Taluka: Daund, District: Pune, Lt. K. G. Kataria College of Arts & Science, Address: Ambedkar Chawk,, Daund, 413801",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_41827
9129,BHIMA EDUCATION TRUSTS COLLEGE OF EDUCATION DAUND PUNE,Daund,Pune,Maharashtra,"A/p. Madhukarnagar - Patas, Tal - Daund, Dist - Pune, Daund, 412219",,private,General,BA;B.Sc;B.Com,aishe_9129
41323,"Bhima Shaikshanik Nyass Subhash Anna Kul College Of Education,pune",Daund,Pune,Maharashtra,"A/P. Madhukarnagar - Patas, Tal. Daund, Dist. Pune, Daund, 412219",,private,General,BA;B.Sc;B.Com,aishe_41323
49797,"DATTAKALA COLLEGE OF PHARMACY, SWAMI CHINCHOLI, DAUND",Daund,Pune,Maharashtra,"Gat No. 547/2, 527 off, Pune Solapur-Highway, Swami-Chincholi, Daund, 413130",,private,Pharmacy,B.Pharm,aishe_49797
49812,"DAUND MEDICAL FOUNDATIONÂ’S, SUSHRUSHA INSTITUTE OF NURSING SCIENCE, DAUND",Daund,Pune,Maharashtra,"Near Railway flyover, Daund - Patas Road, Daund, Daund, 413801",,private,Nursing,B.Sc,aishe_49812
42020,"Naigaon Education Societys Arts And Commerce College, Daund, Dist Pune",Daund,Pune,Maharashtra,"Savarkar Nagar Lingali Road Daund, NA, Daund, 413801",,private,Commerce,B.Com,aishe_42020
10263,SHRI MADHAO BAHU-UDDESHIYA SHIKSHAN SANSTHA SHRI MADHORAO BHOYAR ADHAYAPAK VIDYALAYA DAWANIWADA GONDIA,Dawaniwada,Gondiya,Maharashtra,"Gondia Road, NA, Dawaniwada, 441614",,private,General,BA;B.Sc;B.Com,aishe_10263
7563,"Degloor College, Degloor",Degloor,Nanded,Maharashtra,"UDGIR, ROAD, DEGLOOR, NA, Degloor, 431717",,private,General,BA;B.Sc;B.Com,aishe_7563
7497,"Dhunda Maharaj Mahavidyalaya, Degloor",Degloor,Nanded,Maharashtra,"Opp. Govt. Hospital, Degoor, Degloor, 431717",,private,General,BA;B.Sc;B.Com,aishe_7497
7324,"Late Bapusaheb Patil Ekambekar College, Hagegaon, Tq. Degloor",Degloor,Nanded,Maharashtra,"AT.POST. WAZAR ROAD HANEGAON, NA, Degloor, 431741",,private,General,BA;B.Sc;B.Com,aishe_7324
9720,PRAGAT MAHILA MANDAL TULJA BHAVANI D. ED. COLLEGE DEGLOOR NANDED,Degloor,Nanded,Maharashtra,"TULJA BHAVANI DTED COLLEGE, RAMPUR ROAD DEGLOOR TQ DEGLOOR DIST NANDED, Degloor, 431717",,private,General,BA;B.Sc;B.Com,aishe_9720
7349,"Sindhu College Of I.t. & Science, Degloor",Degloor,Nanded,Maharashtra,"Near Tehsil Office, Gandhi Chowk Degloor, Degloor, 431717",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_7349
34615,"Shri Asaramji Bhandwaldar Arts, Science & Commerce College",Deogaon,Aurangabad,Maharashtra,"AT/POST. DEOGAON (R)DEOGAON (R), Tq. Kannad, Dist. Aurangabad., Deogaon, 431115",,private,Commerce,B.Com,aishe_34615
9169,D. L. PATIL ADHYAPAK VIDYALAYA WADA THANE,"Deoghar, Wada",Thane,Maharashtra,"At-Deoghar, Tal -wada, Deoghar, Wada, 401204",,private,General,BA;B.Sc;B.Com,aishe_9169
41516,"Devala Education Societys Karmaveer Ramraojee Aher Arts,science & Commerce College, Deola, Tal. Kalwan, Dist. Nashik 423102",Deola,Nashik,Maharashtra,"DEOLA, DEOLA, Deola, 423102",,private,Commerce,B.Com,aishe_41516
9435,KASAMADE PARISAR VIKAS MANDALS DEOLA DEOLA,Deola,Nashik,Maharashtra,"AT POST VITHEWADI (LOHNER), TAL DEOLA, Deola, 423110",,private,General,BA;B.Sc;B.Com,aishe_9435
9986,SHRI GANESH SHIKSHAN PRASARAK MANDAL DEOLA NASIK,Deola,Nashik,Maharashtra,"AT POST UMRANE, TAL DEOLA, Deola, 423110",,private,General,BA;B.Sc;B.Com,aishe_9986
10205,VIDYA PRASARAK SAMITI DEOLA,Deola,Nashik,Maharashtra,"AT POST NIMBOLE, TAL DEOLA DIST NASIK, Deola, 423213",,private,General,BA;B.Sc;B.Com,aishe_10205
42173,"Ahmednagar Jilha Maratha Vidya Prasarak Samajs Arts & Science College,deolali,pravara, Tal. Rahuri,dist. Ahmednagar",Deolali Pravara,Ahmadnagar,Maharashtra,"Deolali Pravara Tal Rahuri, Dist Ahmednagar, Deolali Pravara, 413716",,private,Science,B.Sc,aishe_42173
41334,"Rahuri Rural Womens Institute Of Educations Gayatri College Of Education, Deolali Pravara Dist. Ahmednagar 413716",Deolali Pravara.,Ahmadnagar,Maharashtra,"Deolali Pravra,, Tal. Rahuri,, Deolali Pravara., 413716",,private,General,BA;B.Sc;B.Com,aishe_41334
9900,SHARAD GRAMIN VIKAS BAHU UDDESHIYA SHIKSHAN SANSTH WATKHEDA WARDHA,Deoli,Wardha,Maharashtra,"Main Road Deoli,, Tahsil Deoli, Deoli, 442101",,private,General,BA;B.Sc;B.Com,aishe_9900
7367,"Kai. Rasikabai College, Devni",Deoni,Latur,Maharashtra,"Rasika Campus, Borol Road, Deoni, 413519",,private,General,BA;B.Sc;B.Com,aishe_7367
7338,"Pandit Dindayal Upadhyay Mahavidyalaya, Devni",Deoni,Latur,Maharashtra,"Tq Deoni Dist Lautr, AT POST DEONI, Deoni, 413519",,private,General,BA;B.Sc;B.Com,aishe_7338
1739,DHULE CHARITABLE SOCIETY'S INSTITUTE OF PHARMACY DHULE,Deopur,Dhule,Maharashtra,"CITY SURVEY NO. 4259*, DAYASAGER EDUCATIONAL CAMPUS, OLD-MUMBAI AGRA ROAD, Deopur, 424002",,private,Pharmacy,B.Pharm,aishe_1739
9977,SHRI DEOPUR VIDHAYAK SAMITI WALWADI,Deopur,Dhule,Maharashtra,"SURVEY NO 107 NR GOWKARN SOC., WALAWDI-NAKANE LINK ROAD, Deopur, 424002",,private,General,BA;B.Sc;B.Com,aishe_9977
1713,C. S. INSTITUTE OF TECHNOLOGY DEORI DIST- GONDIA,Deori,Gondiya,Maharashtra,"Chhatrapati Shivaji Campus Chichgad Road Deori Dist Gondia, Chhatrapati Shivaji Campus Chichgad Road Deori Dist Gondia, Deori, 441901",,private,Engineering,B.Tech;B.E.;M.Tech,aishe_1713
10457,KRUSHNA SAHYOGI TANTRA SHIKSHAN SANSTHA`S CHATRAPATI SHIVAJI COLLEGE OF PHARMACY DEVARI TAL DEVARI GONDIYA,Deori,Gondiya,Maharashtra,"BEHIND POLICE STATION, CHICHGARH ROAD, AT POST TAH DEORI, Deori, 441901",,private,Pharmacy,B.Pharm,aishe_10457
18335,"Manoharbhai Patel Arts Commerce, Deori",Deori,Gondiya,Maharashtra,"Manoharbhai Patel college of Arts and Commerce,Deori, Amgaon Road,, Deori, 441901",,private,Commerce,B.Com,aishe_18335
9466,KRUSHNS SAHAYOGI TANTRA SHIKSHAN SANSTHAS CHATARAPATI JR COLLEGE OF EDUCATION DEORI GONDIA,Deori (gondia),Gondiya,Maharashtra,"CHHATRAPATI SHIVAJI CAMPUS CHICHGAD ROAD, DEORI AT - PO - TA - DEORI DIST - GONDIA, CHHATRAPATI SHIVAJI CAMPUS CHICHGAD ROAD, DEORI AT - PO - TA - DEORI DIST - GONDIA, Deori (gondia), 441901",,private,General,BA;B.Sc;B.Com,aishe_9466
18523,"Aniket Social Work College, Wadsa",Desaiganj,Gadchiroli,Maharashtra,"at.po.tukum ward th.desaiganj dist.gadchiorli, at.po.tukum ward th.desaiganj dist.gadchiorli, Desaiganj, 441207",,private,General,BA;B.Sc;B.Com,aishe_18523
18337,"Davidkirti Techical College, Wadsa",Desaiganj,Gadchiroli,Maharashtra,"tukum,ward,desaiganj, tukum,ward,desaiganj, Desaiganj, 442710",,private,General,BA;B.Sc;B.Com,aishe_18337
18632,"Dr Arun Motghare Collge Of Home Science, Wadsa",Desaiganj,Gadchiroli,Maharashtra,"BRAMHAPURI ROAD, DESAIGANJ(WADSA) DIST- GADCHOROLI, BRAMHAPURI ROAD, DESAIGANJ(WADSA) DIST- GADCHOROLI, Desaiganj, 441207",,private,Arts,BA,aishe_18632
18687,"Late Gyaneshwarji Menghre Education College, Wadsa",Desaiganj,Gadchiroli,Maharashtra,"BRAMHAPURI ROAD DESAIGANJ(WADSA), DIST- GADCHIROLI, BRAMHAPURI ROAD DESAIGANJ(WADSA), DIST- GADCHIROLI, Desaiganj, 441207",,private,General,BA;B.Sc;B.Com,aishe_18687
18387,"Mohsinbhai Javeri College, Wadsa",Desaiganj,Gadchiroli,Maharashtra,"Virshi Wards Desaiganj (Wadsa), Virshi Wards Desaiganj (Wadsa), Desaiganj, 441207",,private,General,BA;B.Sc;B.Com,aishe_18387
18304,"Rajiv Gandhi Arts Commerce Science College, Desaiganj",Desaiganj,Gadchiroli,Maharashtra,"TUKUM WARD,LXMI TOKIGE ROAD, DESAIGANJ (WADSA), TUKUM WARD,LXMI TOKIGE ROAD, DESAIGANJ (WADSA), Desaiganj, 441207",,private,Commerce,B.Com,aishe_18304
46514,SAU SUJATA MOTGHARE WOMEN COLLEGE DESAIGANJ,Desaiganj,Gadchiroli,Maharashtra,"BRAMHAPURI ROAD, DESAIGANJ(WADSA), DIST- GADCHIROLI, BRAMHAPURI ROAD, DESAIGANJ(WADSA), DIST- GADCHIROLI, Desaiganj, 441207",,private,General,BA;B.Sc;B.Com,aishe_46514
18954,"Adarsh Arts Commerce College, Desaiganj",Desaiganj ( Wadsa ),Gadchiroli,Maharashtra,"Armori Road, Desaiganj ( Wadsa ) Distt. Gadchiroli 441207, Armori Road Desaiganj ( Wadsa ) Distt. Gadchiroli 441207, Desaiganj ( Wadsa ), 441207",,private,Commerce,B.Com,aishe_18954
46506,KRUSHNAI ARTS WOMEN COLLEGE KONDHALA,Desaiganj (wadsa),Gadchiroli,Maharashtra,"KONDHALA TA. DESAIGANJ (WADSA) DIST. GADCHIROLI, KONDHALA TA. DESAIGANJ (WADSA) DIST. GADCHIROLI, Desaiganj (wadsa), 441207",,private,Arts,BA,aishe_46506
18812,"Devikamal Arts College, Wadsa",Desaiganj(wadsa),Gadchiroli,Maharashtra,"Deviamal Chouk, Lakhandur Road, Desaiganj(wadsa), 441207",,private,Arts,BA,aishe_18812
9206,DNYANDAN SHIKSHAN SANSTHA KAVATHE MAHANKAL SANGLI,Deshing,Sangli,Maharashtra,"A/P- DESHING TAL-KAVATHEMAHANKAL DIST-SANGLI, KAVATHEMAHANKAL ROAD DESHING, Deshing, 416405",,private,General,BA;B.Sc;B.Com,aishe_9206
44553,SHRI. SARMATHA COLLEGE OF AGRI. DEULGAON RAJA,Deulagaon Raja,Buldana,Maharashtra,"Chikhali Road, Deulgaon Raja, Tq. Deulgaon Raja, NA, Deulagaon Raja, 443204",,private,General,BA;B.Sc;B.Com,aishe_44553
42930,"Shri Vyanktesh Arts, Commerce College, Deulgaon Raja.",Deulgaon Raja,Buldana,Maharashtra,"Jafrabad Road, Deulgaon Raja, Tq. Deulgaon Raja, Dist. Buldana, Deulgaon Raja, 443204",,private,Commerce,B.Com,aishe_42930
9776,RAMCHANDRA SANSKRITIK KRIDA MANDALS C. P. COLLEGE OF D. ED. DEVALGAONRAJA DEVALGAONRAJA BULDHANA,Deulgaonraja,Buldana,Maharashtra,"DEULGAONRAJA, DEULGAONRAJA, Deulgaonraja, 443204",,private,General,BA;B.Sc;B.Com,aishe_9776
11153,"Prof.sambhajirao Kadam College, Deur",Deur,Satara,Maharashtra,"At Post Deur Taluka Koregaon Dist Satara, At Post Deur Taluka Koregaon Dist Satara, Deur, 415524",,private,General,BA;B.Sc;B.Com,aishe_11153
9398,JUNIOR COLLEGE OF EDUCATION MITHBAY,Devgad,Sindhudurg,Maharashtra,"At/Post-Mithabav, Taluka Devgad,Pin Code-416615, Devgad, 416615",,private,General,BA;B.Sc;B.Com,aishe_9398
34108,Shikshan Vikas Mandals S H Kelkar College Of Arts Science And Commerce Devgad Dist Sindhudurg 416 613,Devgad,Sindhudurg,Maharashtra,"Smt. Neerabai Jagannath Parkar Vidyanagari, At, Post - Devgad, Taluka - Devgad, Devgad, 416613",,private,Commerce,B.Com,aishe_34108
33869,Shikshan Vikas Mandals Shri Shantaram Krishnaji College Of Education Deogad Dist Sindhudurg,Devgad,Sindhudurg,Maharashtra,"Smt. Neerabai Jagannath Parkar Vidyanagari, Devgad, Taluka - Devgad, Devgad, 416613",,private,General,BA;B.Sc;B.Com,aishe_33869
